,Hour of Day,,,,,,,,,,,,,,,,,,,,,,,
12/14/2022,5210,4832,4993,4905,5336,6065,7778,8973,9080,9051,8636,8506,8534,8488,8130,8200,8176,8206,8247,7627,7236,6558,6267,5874
12/15/2022,5526,5336,5210,5356,5893,6767,8540,9476,9313,9249,9051,9013,8785,8498,8529,8563,8347,7962,8465,7744,7266,6592,6434,5799
12/16/2022,5693,5415,5435,5554,6087,6759,8600,9340,9432,9772,9495,9340,9415,9204,8995,8972,8510,8456,8050,7779,7286,6794,6588,6240
12/17/2022,6023,5737,5704,5802,6479,6985,8379,9198,9104,10418,10274,10208,9928,9703,9662,9393,8653,8328,8340,7884,7231,6716,6789,6247
12/18/2022,6092,5761,5965,5959,6503,6949,7360,8509,9209,9650,9231,9215,8881,8529,8471,8579,7756,7483,7456,6903,6410,6262,6138,5602
12/19/2022,5670,5389,5508,5684,6182,6974,8503,9616,10388,11370,11271,10967,10722,10458,10083,10247,9532,8755,8540,7978,7418,6944,6860,6417
12/20/2022,6300,5909,6014,6214,6973,7415,8622,10103,10715,11590,11499,11552,11152,10879,10931,10665,9720,8713,8448,7718,7295,7078,7181,6643
12/21/2022,6281,6096,6046,6430,7032,6993,8727,10055,11056,12160,12119,12124,11657,11123,11160,11101,9840,9085,8693,7899,7559,7163,7466,7007
12/22/2022,6831,6635,6454,6701,7470,7874,9308,10321,11132,12394,11959,11800,11479,11100,11134,10926,9827,8989,8682,8213,7502,7350,7589,6913
12/23/2022,6844,6476,6481,6671,7344,7859,9205,9909,10942,12734,12992,13149,12874,12395,12119,11483,9902,8478,8532,7870,7395,7325,7441,6957
12/24/2022,6820,6486,6516,6752,7616,7642,8366,9319,10286,12425,12379,12352,11817,11464,11346,10968,9739,8533,8515,8024,7294,7177,7413,6903
12/25/2022,6696,6156,6260,6490,7277,7386,7602,8318,9380,10693,11472,11404,11349,10760,10244,10155,8595,7921,7467,6971,6569,6251,6413,6082
12/26/2022,5852,5566,5546,5894,6385,6879,8249,9623,10061,11434,11277,11447,11526,11127,11380,10327,9262,8609,8485,7765,7106,6893,6963,6523
12/27/2022,6345,5996,6009,6159,6679,6919,8102,9409,9743,11870,11905,12004,11137,11392,11353,10674,9659,8996,8736,8244,7455,7455,7785,7049
12/28/2022,6884,6521,6608,6768,7487,7839,8849,9675,10348,12621,12016,11767,11842,11696,11735,11134,10131,8920,8564,8165,7780,7532,7931,7464
12/29/2022,7234,6937,6885,7056,7634,7832,9089,9786,10514,12504,12348,12056,11915,11667,11951,11653,10025,8974,8679,8499,7841,7734,8093,7339
12/30/2022,7465,7218,7064,7209,7717,8219,9069,9774,10504,12500,12867,12749,12498,12196,12310,11940,10011,9033,9078,8375,7786,8420,8179,7495
12/31/2022,7673,7455,7121,7097,7724,8097,9003,9549,9816,12455,13096,13135,12715,12501,12465,11886,9844,8699,8738,8229,7688,7727,8220,7711
